"ID"|"project_name"|"subcategory_name"|"category_name"|"country"|"currency"|"launch_date"|"deadline_date"|"duration_days"|"goal"|"money_raised"|"no_of_backers"|"outcome"
6241|"Unlocking the Right Brain: A Creative Thinking Workbook"|"Art Books"|"Publishing"|"US"|"USD"|"2011-10-31 00:00:00"|"2011-12-30 00:00:00"|60|2500.0|2600.0|40|"successful"
6242|"alcheByte - The CADwerx Plugin Resurrection"|"Technology"|"Technology"|"US"|"USD"|"2015-03-02 00:00:00"|"2015-04-01 00:00:00"|30|15000.0|1330.0|7|"failed"
6243|"The Clicking Balls Podcast (Canceled)"|"Radio & Podcasts"|"Publishing"|"AU"|"AUD"|"2014-11-17 00:00:00"|"2014-12-07 00:00:00"|20|380.39|173.65|6|"canceled"
6244|"iTapemeasure : iPhone case with a tape measure."|"Product Design"|"Design"|"US"|"USD"|"2012-04-30 00:00:00"|"2012-06-14 00:00:00"|45|13500.0|331.0|6|"failed"
6245|"Trip of a lifetime , Vimy Ridge memorial Tour 2017"|"Places"|"Photography"|"CA"|"CAD"|"2014-10-28 00:00:00"|"2014-11-27 00:00:00"|30|1754.85|0.0|0|"canceled"
6246|"Technological roots interactive-handmade wooden creations"|"DIY Electronics"|"Technology"|"IT"|"EUR"|"2016-10-05 00:00:00"|"2016-11-04 00:00:00"|30|55464.96|0.0|0|"failed"
6247|"Sweet, Sweet Country: A Refugee's Tale"|"Shorts"|"Film & Video"|"US"|"USD"|"2012-08-08 00:00:00"|"2012-09-04 00:00:00"|27|5000.0|5005.0|79|"successful"
6248|"CHARINGO: Charades + Bingo with a Twist!"|"Tabletop Games"|"Games"|"US"|"USD"|"2017-04-12 00:00:00"|"2017-05-27 00:00:00"|45|25000.0|56.0|1|"failed"
6249|"Falling Stars and Your Face in (near) Space (Canceled)"|"Technology"|"Technology"|"US"|"USD"|"2013-09-26 00:00:00"|"2013-10-25 00:00:00"|29|1100.0|318.0|12|"canceled"
6250|"ColdCan® - Keeps Both 12 & 16 oz Drinks Super Cold w/Cryogel"|"Product Design"|"Design"|"US"|"USD"|"2015-06-18 00:00:00"|"2015-07-18 00:00:00"|30|25000.0|32958.0|372|"successful"
